Ticker,3 - 2017,4 - 2017,5 - 2017,6 - 2017,7 - 2017,8 - 2017,9 - 2017,10 - 2017,11 - 2017,12 - 2017,1 - 2018,2 - 2018,3 - 2018,4 - 2018,5 - 2018,6 - 2018,7 - 2018,8 - 2018,9 - 2018,10 - 2018,11 - 2018,12 - 2018,1 - 2019,2 - 2019,3 - 2019,4 - 2019,5 - 2019,6 - 2019,7 - 2019,8 - 2019,9 - 2019,10 - 2019,11 - 2019,12 - 2019,1 - 2020,2 - 2020,3 - 2020,4 - 2020,5 - 2020,6 - 2020,7 - 2020,8 - 2020,9 - 2020,10 - 2020,11 - 2020,12 - 2020,1 - 2021,2 - 2021,3 - 2021,4 - 2021,5 - 2021,6 - 2021,7 - 2021,8 - 2021,9 - 2021,10 - 2021,11 - 2021,12 - 2021,1 - 2022,2 - 2022
twou,37.93999862670898,40.11000061035156,46.130001068115234,43.93999862670898,46.7599983215332,52.16999816894531,49.91999816894531,56.75,61.77999877929688,64.5999984741211,63.130001068115234,73.52999877929688,84.73999786376953,83.77999877929688,81.01000213623047,96.3000030517578,84.91000366210938,76.80999755859375,90.02999877929688,74.27999877929688,64.16000366210938,57.34999847412109,49.63999938964844,56.58000183105469,73.68000030517578,72.0199966430664,59.470001220703125,36.88999938964844,38.63999938964844,13.920000076293944,17.489999771118164,16.260000228881836,18.6299991607666,23.38999938964844,23.530000686645508,20.0,24.700000762939453,18.549999237060547,23.834999084472656,36.630001068115234,38.61000061035156,48.15999984741211,44.040000915527344,34.84000015258789,36.52999877929688,33.040000915527344,39.09999847412109,42.209999084472656,41.709999084472656,40.4900016784668,39.040000915527344,36.59000015258789,41.38999938964844,44.65999984741211,37.06999969482422,34.34000015258789,31.13999938964844,22.25,20.93000030517578,16.670000076293945
dpsm,0.5849699974060059,0.5699710249900818,2.249886989593506,0.8999549746513367,0.4949750006198883,0.6749659776687622,0.5999699831008911,0.8849549889564514,0.5699710249900818,0.6374679803848267,0.4799759984016418,0.4799759984016418,0.4649760127067566,0.7499619722366333,0.4499770104885101,0.314983993768692,0.3449819982051849,0.5084739923477173,0.3749809861183166,0.314983993768692,0.314983993768692,0.314983993768692,0.3749809861183166,0.3299829959869385,0.314983993768692,0.3749809861183166,1.0499470233917236,0.5549719929695129,1.3979300260543823,1.784909963607788,2.249886989593506,1.2899349927902222,1.39342999458313,0.8999549746513367,1.2074389457702637,0.8249580264091492,0.9299529790878296,0.6749659776687622,0.7499619722366333,1.0649460554122925,1.4999250173568726,1.627418041229248,1.8749059438705444,2.6998651027679443,3.5998198986053467,2.249886989593506,11.241936683654783,13.499324798583984,6.2546868324279785,5.819708824157715,4.799759864807129,2.720000028610229,3.0,2.3499999046325684,2.440000057220459,1.5499999523162842,1.7000000476837158,1.4500000476837158,1.4500000476837158,0.0003000000142492
eght,15.199999809265137,12.850000381469728,13.899999618530272,14.300000190734863,12.949999809265137,13.949999809265137,14.0,13.399999618530272,14.329999923706056,14.399999618530272,17.5,18.299999237060547,18.25,20.64999961853028,19.14999961853028,20.549999237060547,20.100000381469727,23.200000762939453,20.51000022888184,17.93000030517578,20.200000762939453,17.790000915527344,17.8799991607666,19.520000457763672,20.59000015258789,23.40999984741211,23.309999465942383,24.420000076293945,23.56999969482422,23.739999771118164,20.14999961853028,19.700000762939453,19.6200008392334,18.6299991607666,19.270000457763672,18.600000381469727,12.869999885559082,15.890000343322754,14.949999809265137,16.43000030517578,16.25,17.520000457763672,15.779999732971191,17.299999237060547,20.059999465942383,33.75,35.290000915527344,35.04999923706055,32.91999816894531,32.060001373291016,23.229999542236328,27.540000915527344,25.96999931335449,25.350000381469727,24.209999084472656,23.6299991607666,18.950000762939453,17.709999084472656,15.380000114440918,12.850000381469728
aten,9.170000076293944,7.96999979019165,8.4399995803833,8.25,7.170000076293945,6.599999904632568,7.650000095367432,7.449999809265137,7.869999885559082,7.75,6.0,6.260000228881836,5.670000076293945,6.210000038146973,6.480000019073486,6.449999809265137,6.739999771118164,6.610000133514404,6.130000114440918,6.159999847412109,6.25,6.199999809265137,6.889999866485596,7.010000228881836,7.21999979019165,6.349999904632568,6.010000228881836,6.840000152587891,7.519999980926514,6.800000190734863,6.739999771118164,7.25,6.539999961853027,6.929999828338623,6.900000095367432,6.510000228881836,5.820000171661377,6.710000038146973,6.809999942779541,6.840000152587891,8.34000015258789,8.380000114440918,6.320000171661377,6.900000095367432,7.980000019073486,9.579999923706056,10.029999732971191,9.640000343322754,9.739999771118164,8.619999885559082,9.710000038146973,11.420000076293944,13.1899995803833,13.710000038146973,13.65999984741211,15.350000381469728,14.81999969482422,16.1299991607666,14.890000343322754,14.130000114440918
aciw,21.239999771118164,21.81999969482422,23.15999984741211,22.21999931335449,23.200000762939453,22.729999542236328,23.18000030517578,23.770000457763672,22.88999938964844,22.690000534057617,23.76000022888184,23.15999984741211,23.209999084472656,23.15999984741211,24.39999961853028,25.030000686645508,26.459999084472656,28.36000061035156,27.26000022888184,25.43000030517578,29.440000534057617,27.13999938964844,29.559999465942383,33.06999969482422,33.209999084472656,34.849998474121094,30.6299991607666,34.720001220703125,32.900001525878906,28.76000022888184,30.270000457763672,31.81999969482422,36.72999954223633,38.20000076293945,34.75,29.239999771118164,22.459999084472656,26.479999542236328,27.729999542236328,27.0,27.18000030517578,29.989999771118164,26.850000381469727,29.07999992370605,33.41999816894531,37.880001068115234,39.59000015258789,39.36000061035156,38.810001373291016,38.06999969482422,39.0,37.52000045776367,33.75,32.470001220703125,31.459999084472656,32.130001068115234,28.38999938964844,34.95000076293945,34.45000076293945,31.690000534057617
adbe,129.58999633789062,135.11000061035156,141.3800048828125,138.41000366210938,147.36000061035156,155.05999755859375,147.94000244140625,176.25,179.52000427246094,177.6999969482422,199.3800048828125,206.02999877929688,212.27999877929688,224.0800018310547,251.3099975585937,243.259994506836,248.009994506836,266.67999267578125,275.489990234375,245.27999877929688,255.259994506836,224.57000732421875,247.3800048828125,264.010009765625,272.1700134277344,283.3500061035156,259.0299987792969,300.9700012207031,298.44000244140625,282.45001220703125,272.7099914550781,277.82000732421875,302.75,334.42999267578125,358.0,360.2799987792969,301.2099914550781,343.8399963378906,389.6799926757813,439.80999755859375,447.9700012207031,527.9500122070312,499.510009765625,444.9400024414063,479.1499938964844,485.3399963378906,470.0,469.5700073242188,483.3399963378906,503.4599914550781,495.9100036621094,584.72998046875,618.75,665.8900146484375,577.469970703125,640.2000122070312,657.4099731445312,564.3699951171875,535.97998046875,466.6799926757813
avoi,0.0087999999523162,0.0056900000199675,0.006000000052154,0.006000000052154,0.0065999999642372,0.0062000001780688,0.0062000001780688,0.0054999999701976,0.003000000026077,0.0049999998882412,0.0063000000081956,0.0070000002160668,0.0049999998882412,0.0089999996125698,0.0060999998822808,0.0049999998882412,0.0185000002384185,0.0210699997842311,0.0219999998807907,0.0104000000283122,0.0102000003680586,0.0096000004559755,0.0140000004321336,0.0199999995529651,0.0181000009179115,0.0450000017881393,0.0390000008046627,0.0350000001490116,0.0399000011384487,0.0320000015199184,0.0289999991655349,0.0270000007003545,0.0230000000447034,0.0196000002324581,0.0239000003784894,0.0199999995529651,0.0120000001043081,0.0187999997287988,0.0170000009238719,0.0186500009149312,0.0197000000625848,0.0187999997287988,0.0197999998927116,0.0193000007420778,0.0188999995589256,0.0198999997228384,0.0152000002562999,0.0179999992251396,0.0168999992311,0.0160000007599592,0.0173000004142522,0.0131999999284744,0.0133999995887279,0.0115000000223517,0.0299999993294477,0.0197000000625848,0.0161000005900859,0.0130000002682209,0.0135000003501772,0.0198999997228384
adgo,0.6600000262260437,0.6600000262260437,0.4510000050067901,0.7699999809265137,0.5016000270843506,0.6600000262260437,0.6819999814033508,0.7821000218391418,0.9350000023841858,0.824999988079071,0.7149999737739563,1.0499999523162842,0.6499999761581421,1.5299999713897705,2.5350000858306885,1.1299999952316284,0.4699999988079071,0.6499999761581421,0.6000000238418579,0.9350000023841858,0.3600000143051147,0.2460000067949295,0.457500010728836,0.3300000131130218,0.4900000095367431,0.3899999856948852,0.2599999904632568,0.1700000017881393,0.0885000005364418,0.0154999997466802,0.0049999998882412,0.0012000000569969,0.0003999999898951,0.0001999999949475,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001999999949475,9.999999747378752e-05,0.0001500000071246,0.0001999999949475,0.0002099999983329,9.999999747378752e-05,0.0001999999949475,0.0003000000142492,0.0005000000237487,0.001300000003539,0.0010999999940395,0.0010999999940395,0.0006000000284984,0.0003999999898951,0.0002500000118743,0.0001999999949475,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05
agys,9.1899995803833,9.880000114440918,10.050000190734863,10.119999885559082,10.270000457763672,10.489999771118164,12.09000015258789,12.420000076293944,12.229999542236328,12.470000267028809,12.550000190734863,11.09000015258789,11.850000381469728,11.8100004196167,14.220000267028809,15.399999618530272,16.350000381469727,15.420000076293944,16.059999465942383,16.43000030517578,16.489999771118164,14.5,17.920000076293945,20.690000534057617,20.89999961853028,18.88999938964844,21.049999237060547,22.239999771118164,24.3700008392334,25.61000061035156,25.209999084472656,24.670000076293945,24.729999542236328,25.809999465942383,32.5,32.400001525878906,15.550000190734863,18.059999465942383,20.1299991607666,17.5,20.8799991607666,25.790000915527344,24.75,27.479999542236328,37.150001525878906,37.119998931884766,38.4900016784668,62.90999984741211,49.77999877929688,50.66999816894531,52.209999084472656,56.97999954223633,55.93999862670898,57.040000915527344,55.20000076293945,47.5099983215332,43.02000045776367,44.2599983215332,38.72999954223633,40.70000076293945
alrm,30.51000022888184,32.79999923706055,33.43000030517578,36.75,38.7400016784668,45.310001373291016,47.119998931884766,45.900001525878906,39.29999923706055,37.61000061035156,38.20000076293945,36.79999923706055,37.36000061035156,40.59999847412109,45.15999984741211,41.16999816894531,43.400001525878906,57.75,56.90999984741211,45.43000030517578,51.27999877929688,52.060001373291016,62.33000183105469,59.310001373291016,65.02999877929688,70.2300033569336,54.5099983215332,52.47999954223633,48.9900016784668,47.25,46.650001525878906,50.470001220703125,41.970001220703125,42.9900016784668,43.68000030517578,50.11000061035156,37.93999862670898,41.83000183105469,50.68000030517578,66.68000030517578,58.27999877929688,62.540000915527344,57.4900016784668,60.90999984741211,73.19999694824219,100.4499969482422,95.55999755859376,93.97000122070312,87.52999877929688,89.19000244140625,81.70999908447266,86.38999938964844,84.33000183105469,85.27999877929688,79.56999969482422,85.4800033569336,79.0,83.76000213623047,73.56999969482422,66.33000183105469
